id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
22,09acf2f85d791e0e2444b43d30502e54,2022-10-31T00:00:00,1,Ростов,3503,Олег,Попов,4,Сахар песок,3,150
23,e1856e926d50f7f4a8b0dd335c8e9d60,2022-10-31T00:00:00,0,Москва,913,Александра,Орлова,3,Устройство для нагревания табака Трубка Мира,2,1000
24,04662e76590111a8576cb59f714a043d,2022-10-31T00:00:00,0,Москва,5513,Оксана,Лебедева,4,Сахар песок,2,100
25,8877bc15c1832237c93606156a43d282,2022-10-31T00:00:00,0,Москва,1012,Евгения,Великая,6,Яблоко,4,560
26,ef90728c6cd0b1310b6ffa2f32fbdb02,2022-10-31T00:00:00,1,Ростов,5415,Оксана,Алексеева,7,Средство для мытья посуды,2,400
27,3401480b1de3f6b723238f9c9d3746c2,2022-10-31T00:00:00,0,Москва,6702,Алексей,Соколов,0,Молоко 1%,4,400
28,2c9947c17cdd2605c053b21d2b0dfc98,2022-10-31T00:00:00,1,Ростов,3611,Светлана,Егорова,4,Сахар песок,2,100
29,d5661a44827d7517fbe10ef7bcee7363,2022-10-31T00:00:00,0,Москва,6817,Елизавета,Козлова,6,Яблоко,1,140
30,9a883404ee495fe9aa463cc7442570f7,2022-10-31T00:00:00,2,Ярославль,4004,Сергей,Иванов,8,Лампочка LED,4,1200
31,d576accd03a8af8292153b54f77f450a,2022-10-31T00:00:00,0,Москва,2409,Петр,Кузнецов,10,Томаты,3,150
32,b12532f95aa26053478d229b091c0580,2022-10-31T00:00:00,1,Ростов,8416,Снежанна,Алексеева,11,Хлеб ржаной,3,60
33,99e05c0de3aed3a392705f74def389d0,2022-10-31T00:00:00,0,Москва,15,Александра,Великая,5,Яблоко молодильное,5,2000
34,134c305cb75eb3da2ff6bf213bc686bc,2022-10-31T00:00:00,0,Москва,4915,Екатерина,Орлова,7,Средство для мытья посуды,2,400
35,988da36861541a702200481f887d0bcb,2022-10-31T00:00:00,0,Москва,5300,Александр,Смирнов,9,Ручка шариковая,3,135
36,b60ad3e92d73681ec978095785e53dbe,2022-10-31T00:00:00,0,Москва,6803,Алексей,Михайлов,6,Яблоко,4,560
37,791a6349cbde91acc49b3282a7bccc3f,2022-10-31T00:00:00,1,Ростов,9711,Надежда,Павлова,11,Хлеб ржаной,5,100
38,a8e59a92c33b0b1205bc79a9554c6b28,2022-10-31T00:00:00,2,Ярославль,4519,Екатерина,Лебедева,3,Устройство для нагревания табака Трубка Мира,5,2500
39,785d5dfff207dabac72eabaf44c57fa6,2022-10-31T00:00:00,2,Ярославль,6606,Алексей,Васильев,7,Средство для мытья посуды,1,200
40,29e80de118494db77b09bc237305b3d2,2022-10-31T00:00:00,0,Москва,7212,Анна,Морозова,1,Молоко 3%,1,120
41,cd65827a137da6cdd388dc23bdc574c7,2022-10-31T00:00:00,2,Ярославль,4609,Сергей,Васильев,10,Томаты,4,200
42,b8817282487e22c5fb603a10ae0488c3,2022-10-31T00:00:00,2,Ярославль,5517,Оксана,Лебедева,1,Молоко 3%,5,600
43,39b3926f68e48eaa87d5ca04cfb12ba4,2022-10-31T00:00:00,0,Москва,3502,Олег,Попов,7,Средство для мытья посуды,3,600
44,074fdd87f2a1d8cc76bfc7e2a9ff0a3c,2022-10-31T00:00:00,2,Ярославль,5814,Оксана,Козлова,6,Яблоко,1,140
45,c1ab0c665552419b5ba43cb65750ba0b,2022-10-31T00:00:00,0,Москва,3919,Светлана,Орлова,4,Сахар песок,1,50
46,5689728a9d4a3129d2108ec1bba66d01,2022-10-31T00:00:00,0,Москва,6414,Елизавета,Алексеева,5,Яблоко молодильное,1,400
47,8393156721aa793ab8f6d1daf22258b4,2022-10-31T00:00:00,1,Ростов,2814,Ольга,Козлова,6,Яблоко,5,700
48,395370c3d7ab64f8b5216c1e57c5d03f,2022-10-31T00:00:00,2,Ярославль,3119,Светлана,Федорова,9,Ручка шариковая,4,180
49,ab824d24fe8ca4ab387666a476c8def2,2022-10-31T00:00:00,1,Ростов,119,Александра,Федорова,3,Устройство для нагревания табака Трубка Мира,4,2000
50,825b334a5d3303a84c35a33d5b428c83,2022-10-31T00:00:00,2,Ярославль,9019,Надежда,Великая,2,Молоко 5%,5,750
51,04c652b5f09e184f5a1d10a765eda9da,2022-10-31T00:00:00,1,Ростов,301,Иван,Смирнов,4,Сахар песок,4,200
52,a37f9eacef2e6cdc00ea439d6bba0376,2022-10-31T00:00:00,2,Ярославль,4413,Екатерина,Алексеева,6,Яблоко,4,560
53,10fcdb77afa5abfac0226965864077f2,2022-10-31T00:00:00,2,Ярославль,8802,Геннадий,Михайлов,5,Яблоко молодильное,5,2000
54,2674d5a33ab8fb978a0abca44409c80a,2022-10-31T00:00:00,2,Ярославль,9105,Эдуард,Петров,6,Яблоко,1,140
55,cbb057b609bfde33f50f6d2f318dc091,2022-10-31T00:00:00,0,Москва,509,Иван,Попов,2,Молоко 5%,2,300
56,6896e931632140c828fe9c2f5cf50c98,2022-10-31T00:00:00,2,Ярославль,5104,Александр,Петров,2,Молоко 5%,4,600
57,8121a2db54920e34f4b9dd8304988f4b,2022-10-31T00:00:00,0,Москва,7513,Анна,Лебедева,8,Лампочка LED,4,1200
58,8f591fd4cf189b5b16ae1629911fd82e,2022-10-31T00:00:00,0,Москва,7915,Анна,Орлова,7,Средство для мытья посуды,3,600
59,9b957528429852c2fb269807ea47d3bc,2022-10-31T00:00:00,1,Ростов,815,Александра,Козлова,3,Устройство для нагревания табака Трубка Мира,5,2500
60,6c7f897f0393b783ef460377a8e733b3,2022-10-31T00:00:00,1,Ростов,3200,Олег,Сидоров,11,Хлеб ржаной,3,60
61,4687215c2ea5a76af152f2fc8c1d644e,2022-10-31T00:00:00,2,Ярославль,5012,Оксана,Великая,11,Хлеб ржаной,2,40
62,02fe71dc0c5abf61671c48c3fb50b7dd,2022-10-31T00:00:00,0,Москва,3510,Светлана,Лебедева,9,Ручка шариковая,2,90
63,93a7738c261f8eb7961442213558c145,2022-10-31T00:00:00,0,Москва,1514,Евгения,Лебедева,7,Средство для мытья посуды,5,1000
64,7a2e5330944b6bf18c9ab7d1343cffba,2022-10-31T00:00:00,1,Ростов,3814,Светлана,Козлова,9,Ручка шариковая,1,45
65,23b36b41ca6586244e00480ad1ef90e3,2022-10-31T00:00:00,1,Ростов,7418,Анна,Алексеева,1,Молоко 3%,5,600
66,a316e6bdf7cc6b7f223990f512b6e12c,2022-10-31T00:00:00,2,Ярославль,6814,Елизавета,Козлова,9,Ручка шариковая,5,225
67,adbbcc028ae28ed9a56e7dfdabfb50a4,2022-10-31T00:00:00,1,Ростов,6103,Алексей,Петров,0,Молоко 1%,1,100
68,f35b0c28b3b163fed74b58ff6a0a9aef,2022-10-31T00:00:00,1,Ростов,8409,Геннадий,Кузнецов,5,Яблоко молодильное,2,800
69,0b125356aab72342261311ea0742ef8a,2022-10-31T00:00:00,1,Ростов,3804,Олег,Михайлов,0,Молоко 1%,2,200
70,a4f1a26fc00068eb11d6ce9548c13b0d,2022-10-31T00:00:00,2,Ярославль,7402,Константин,Кузнецов,10,Томаты,5,250
71,06af630d4294025d0974d133e8e07469,2022-10-31T00:00:00,2,Ярославль,1207,Евгений,Сидоров,0,Молоко 1%,3,300
72,be7bd9d7783c7f9edc4f184e1ec4f90b,2022-10-31T00:00:00,0,Москва,8204,Геннадий,Сидоров,9,Ручка шариковая,3,135
73,1cf503bfc6c6e9a0b1e521323de33f82,2022-10-31T00:00:00,1,Ростов,4401,Сергей,Кузнецов,9,Ручка шариковая,1,45
74,75e91346cc5d9765cccf94fe6f19ff0d,2022-10-31T00:00:00,2,Ярославль,1819,Евгения,Козлова,8,Лампочка LED,5,1500
75,5b6e1b37027103157056bd1e8b74d3a3,2022-10-31T00:00:00,2,Ярославль,8218,Снежанна,Морозова,5,Яблоко молодильное,3,1200
76,d990b884ff3854c6ea00cd74e2230266,2022-10-31T00:00:00,2,Ярославль,4405,Сергей,Кузнецов,5,Яблоко молодильное,5,2000
77,feb0a72cd809086735033f3f2ede680c,2022-10-31T00:00:00,1,Ростов,5111,Оксана,Федорова,0,Молоко 1%,3,300
78,619d35b2653a07360bcfe84a280b557d,2022-10-31T00:00:00,2,Ярославль,8511,Снежанна,Лебедева,0,Молоко 1%,3,300
79,a243489347ea2871e1cd1327fd5fb367,2022-10-31T00:00:00,2,Ярославль,4805,Сергей,Михайлов,6,Яблоко,5,700
80,91dd2070e089cfbe9fedee6fd6813fa2,2022-10-31T00:00:00,0,Москва,410,Александра,Алексеева,1,Молоко 3%,3,360
81,9e10e1f0090875c66936b3b1c0ff6876,2022-10-31T00:00:00,2,Ярославль,4404,Сергей,Кузнецов,5,Яблоко молодильное,1,400
82,37735f058d6445f853d0186351e1f996,2022-10-31T00:00:00,1,Ростов,8211,Снежанна,Морозова,5,Яблоко молодильное,2,800
83,71b587b70d5212aed56a3f1beca8abb1,2022-10-31T00:00:00,2,Ярославль,8009,Геннадий,Иванов,9,Ручка шариковая,4,180
84,1d5484c385522f1004895c6c2ea1f6a6,2022-10-31T00:00:00,2,Ярославль,5010,Оксана,Великая,6,Яблоко,3,420
85,a9050bacf72ee84865671b9128482a24,2022-10-31T00:00:00,0,Москва,4716,Екатерина,Павлова,11,Хлеб ржаной,5,100
86,fa16777ec3b20bab7183771d8f71c817,2022-10-31T00:00:00,0,Москва,411,Александра,Алексеева,9,Ручка шариковая,5,225
87,83661a18a764f5e0d071d9a3c76f82f1,2022-10-31T00:00:00,2,Ярославль,9906,Эдуард,Новиков,4,Сахар песок,4,200
88,324fd0d1a411dc0af39e96bc6ef780df,2022-10-31T00:00:00,1,Ростов,403,Иван,Кузнецов,2,Молоко 5%,1,150
89,41d55a1d8d39d1d8443053f14ed21432,2022-10-31T00:00:00,1,Ростов,408,Иван,Кузнецов,6,Яблоко,1,140
90,24c82269ff21429056dbca05bf1fc8b3,2022-10-31T00:00:00,0,Москва,8014,Снежанна,Великая,4,Сахар песок,4,200
91,c9cd58b236334748d408bed6c414822f,2022-10-31T00:00:00,0,Москва,4116,Екатерина,Федорова,6,Яблоко,4,560
92,661a6fe128cb096bbad6937a654c1d9a,2022-10-31T00:00:00,1,Ростов,7902,Константин,Новиков,2,Молоко 5%,5,750
93,1d716c7983774eefbc8ebf96ea47f0db,2022-10-31T00:00:00,0,Москва,4210,Екатерина,Морозова,2,Молоко 5%,3,450
94,87acfaaf48639adeef100499006a404d,2022-10-31T00:00:00,2,Ярославль,19,Александра,Великая,1,Молоко 3%,3,360
95,11c200544f0e04f19b8fa98f6a3ce444,2022-10-31T00:00:00,0,Москва,6204,Алексей,Сидоров,0,Молоко 1%,5,500
96,6403d490bdabca1ffce80b8e82ee7a81,2022-10-31T00:00:00,2,Ярославль,3602,Олег,Васильев,5,Яблоко молодильное,1,400
97,51a8fb60a3bf1b372778e89e3092d822,2022-10-31T00:00:00,2,Ярославль,9818,Надежда,Козлова,5,Яблоко молодильное,2,800
98,7bbe805c229967f2cd916af791ba2d84,2022-10-31T00:00:00,1,Ростов,5302,Александр,Смирнов,11,Хлеб ржаной,3,60
99,6f0d79979ff1fcae4bdb23f5a309c3c4,2022-10-31T00:00:00,0,Москва,5503,Александр,Попов,11,Хлеб ржаной,3,60
100,5fb866c46345247555e9945c96a0945a,2022-10-31T00:00:00,1,Ростов,5913,Оксана,Орлова,10,Томаты,3,150
101,2ca186eda21684f84a41360117d15534,2022-10-31T00:00:00,1,Ростов,2905,Петр,Новиков,1,Молоко 3%,1,120
102,e665d43f3705640638c541a232db2d4f,2022-10-31T00:00:00,2,Ярославль,611,Александра,Егорова,8,Лампочка LED,1,300
103,89482219a3471e62329f65d341685194,2022-10-31T00:00:00,0,Москва,9613,Надежда,Егорова,3,Устройство для нагревания табака Трубка Мира,2,1000
104,224f1e4c1f0f05ef4d40b3f49ae3d41e,2022-10-31T00:00:00,0,Москва,5500,Александр,Попов,5,Яблоко молодильное,4,1600
105,85f091bde52a0c857567df94918201c7,2022-10-31T00:00:00,1,Ростов,7206,Константин,Сидоров,3,Устройство для нагревания табака Трубка Мира,5,2500
106,ea0e505869d3999aa4e348a2faea0408,2022-10-31T00:00:00,2,Ярославль,2915,Ольга,Орлова,7,Средство для мытья посуды,5,1000
107,004e897ff29bf11b4af93e1fe0ed3ac8,2022-10-31T00:00:00,1,Ростов,705,Иван,Соколов,8,Лампочка LED,2,600
108,7901c25bd1fd381a036c5810c961f03f,2022-10-31T00:00:00,0,Москва,8009,Геннадий,Иванов,10,Томаты,4,200
109,0dd5bf1b949ca10871037f167264c122,2022-10-31T00:00:00,2,Ярославль,7906,Константин,Новиков,3,Устройство для нагревания табака Трубка Мира,1,500
110,84f3a2d47ec221eb75d17b4cdd095b12,2022-10-31T00:00:00,1,Ростов,9907,Эдуард,Новиков,7,Средство для мытья посуды,4,800
111,abcc98f31037633ad6de4967372c56a0,2022-10-31T00:00:00,2,Ярославль,1602,Евгений,Васильев,3,Устройство для нагревания табака Трубка Мира,2,1000
112,3259adee641abe9e5c968486626b8911,2022-10-31T00:00:00,1,Ростов,8913,Снежанна,Орлова,4,Сахар песок,5,250
113,9033ee37e5448a3393e91422def14d6a,2022-10-31T00:00:00,0,Москва,7814,Анна,Козлова,2,Молоко 5%,4,600
114,5da2c9107353831968666460f535549b,2022-10-31T00:00:00,0,Москва,6915,Елизавета,Орлова,11,Хлеб ржаной,3,60
115,7f9af39ee0d212ebdc497287cee5c2d9,2022-10-31T00:00:00,1,Ростов,6418,Елизавета,Алексеева,9,Ручка шариковая,2,90
116,095119167f655e11127c757ee5ec5177,2022-10-31T00:00:00,0,Москва,5919,Оксана,Орлова,9,Ручка шариковая,1,45
117,35554b48c78f37c4d4a2a8dc62092943,2022-10-31T00:00:00,0,Москва,3817,Светлана,Козлова,4,Сахар песок,4,200
118,4001a1a6a531d9c302c24771c6f6b76c,2022-10-31T00:00:00,1,Ростов,9011,Надежда,Великая,9,Ручка шариковая,5,225
119,8c25227efe15d733d9c5f19eed2b6353,2022-10-31T00:00:00,0,Москва,9815,Надежда,Козлова,7,Средство для мытья посуды,2,400
120,292b0647f5fc6a23b90669cce9d2f069,2022-10-31T00:00:00,1,Ростов,6814,Елизавета,Козлова,6,Яблоко,3,420
121,5fe26f3e9ca5e061133d81469957609a,2022-10-31T00:00:00,1,Ростов,4618,Екатерина,Егорова,3,Устройство для нагревания табака Трубка Мира,3,1500
122,d301f34ea11978248b435c174ac0fdc8,2022-10-31T00:00:00,1,Ростов,4310,Екатерина,Волкова,5,Яблоко молодильное,4,1600
123,94a01cebf9af0d44cba6098088cac341,2022-10-31T00:00:00,0,Москва,9800,Эдуард,Михайлов,1,Молоко 3%,4,480
124,37790a6ecb4dde98377859f3fdc2835a,2022-10-31T00:00:00,2,Ярославль,9615,Надежда,Егорова,9,Ручка шариковая,4,180
125,54e4eb8041ece6ae33750dd07cf9d982,2022-10-31T00:00:00,0,Москва,1403,Евгений,Кузнецов,7,Средство для мытья посуды,5,1000
126,ae82557940d87726de5a52bf867cfc4f,2022-10-31T00:00:00,2,Ярославль,7200,Константин,Сидоров,2,Молоко 5%,4,600
127,c25220408057d0f34192173f0944bbc6,2022-10-31T00:00:00,0,Москва,3010,Светлана,Великая,0,Молоко 1%,2,200
128,f940fe9e0ea0dc284390f917042be3df,2022-10-31T00:00:00,0,Москва,9607,Эдуард,Васильев,6,Яблоко,1,140
129,ed77564c28b3443dabfcb6a038b5e4e3,2022-10-31T00:00:00,2,Ярославль,2008,Петр,Иванов,8,Лампочка LED,5,1500
130,dedb208d726bac5cb3bb4b3d6a60fd68,2022-10-31T00:00:00,2,Ярославль,1100,Евгений,Петров,3,Устройство для нагревания табака Трубка Мира,3,1500
131,727112962f299180476bfb060138da87,2022-10-31T00:00:00,2,Ярославль,4111,Екатерина,Федорова,9,Ручка шариковая,3,135
132,44aa442f6c668dd148546262444ceca2,2022-10-31T00:00:00,1,Ростов,5110,Оксана,Федорова,3,Устройство для нагревания табака Трубка Мира,1,500
133,3a134fb7f437a053a4b0a9ee462f9fc2,2022-10-31T00:00:00,1,Ростов,209,Иван,Сидоров,11,Хлеб ржаной,3,60
134,ff72f06b7a53dd2c97d614b486440e07,2022-10-31T00:00:00,0,Москва,2218,Ольга,Морозова,8,Лампочка LED,2,600
135,9895d45d2859000e8f233512c6d63420,2022-10-31T00:00:00,2,Ярославль,8613,Снежанна,Егорова,9,Ручка шариковая,4,180
136,2c627d1ca1c2fbed2c0b119eac28b1ed,2022-10-31T00:00:00,0,Москва,3400,Олег,Кузнецов,9,Ручка шариковая,3,135
137,4de2251d6503833e1e9b6b0e15de6c8a,2022-10-31T00:00:00,2,Ярославль,7609,Константин,Васильев,4,Сахар песок,3,150
138,aa625f0d1212e8b8a3a808ad670494d6,2022-10-31T00:00:00,1,Ростов,5103,Александр,Петров,1,Молоко 3%,5,600
139,5d505cfc6f73fd48be1de58e3a307a25,2022-10-31T00:00:00,0,Москва,818,Александра,Козлова,3,Устройство для нагревания табака Трубка Мира,5,2500
140,d9befdab526faad14880e00f9bff4446,2022-10-31T00:00:00,2,Ярославль,3705,Олег,Соколов,4,Сахар песок,2,100
141,3d734a4db2e9ec96383d463fa547b8a5,2022-10-31T00:00:00,1,Ростов,1016,Евгения,Великая,2,Молоко 5%,4,600
142,ad904a54ea39c93d86a529807c203fda,2022-10-31T00:00:00,0,Москва,7212,Анна,Морозова,7,Средство для мытья посуды,5,1000
143,9a054675905e8d4508e794319ed60083,2022-10-31T00:00:00,1,Ростов,3209,Олег,Сидоров,1,Молоко 3%,1,120
144,a372fe8afca11d5ad75c7c097169223b,2022-10-31T00:00:00,2,Ярославль,4703,Сергей,Соколов,3,Устройство для нагревания табака Трубка Мира,4,2000
145,b0544275513f4810c3498b6b58be7d62,2022-10-31T00:00:00,2,Ярославль,8417,Снежанна,Алексеева,6,Яблоко,5,700
146,dee09c2530519e61b0c8cc060b39575c,2022-10-31T00:00:00,1,Ростов,3017,Светлана,Великая,1,Молоко 3%,5,600
147,5d470dec2bb547ed2cffe97ee1091146,2022-10-31T00:00:00,0,Москва,6403,Алексей,Кузнецов,7,Средство для мытья посуды,4,800
148,b92f26e2463ca3f1d94c7299b625b6cd,2022-10-31T00:00:00,1,Ростов,4715,Екатерина,Павлова,5,Яблоко молодильное,4,1600
149,84add34647eebff1d83710cddc4cc3a3,2022-10-31T00:00:00,1,Ростов,2712,Ольга,Павлова,10,Томаты,5,250
150,a07e32efcf76fc056fcaa244eaff4c77,2022-10-31T00:00:00,1,Ростов,5817,Оксана,Козлова,10,Томаты,1,50
151,08f5fad598791b4c88a16ed61af0ed59,2022-10-31T00:00:00,1,Ростов,1309,Евгений,Смирнов,11,Хлеб ржаной,2,40
152,20a43a034d2b2161aedb08733dcf6f12,2022-10-31T00:00:00,2,Ярославль,7819,Анна,Козлова,8,Лампочка LED,2,600
153,4d010dd1b1675d530abb9c35b328afd3,2022-10-31T00:00:00,2,Ярославль,9602,Эдуард,Васильев,7,Средство для мытья посуды,4,800
154,fd0073081b1219e7e7962405176e5bcb,2022-10-31T00:00:00,0,Москва,2900,Петр,Новиков,3,Устройство для нагревания табака Трубка Мира,3,1500
155,0cb758783643637f291d3ce8b149113b,2022-10-31T00:00:00,2,Ярославль,4311,Екатерина,Волкова,2,Молоко 5%,5,750
156,b0109d5ec3c282bcf11fe839c8697cf8,2022-10-31T00:00:00,0,Москва,9903,Эдуард,Новиков,3,Устройство для нагревания табака Трубка Мира,3,1500
157,c16c60ad95c2719933d93edd230897a4,2022-10-31T00:00:00,2,Ярославль,6915,Елизавета,Орлова,6,Яблоко,1,140
158,adffd648f51a9d68a00e2376a4fb1bf2,2022-10-31T00:00:00,2,Ярославль,516,Александра,Лебедева,7,Средство для мытья посуды,4,800
159,83573f21f1a164e36e4fa4114dd997b0,2022-10-31T00:00:00,1,Ростов,4705,Сергей,Соколов,9,Ручка шариковая,3,135
160,c7a9325564a9afb12095eb3365431345,2022-10-31T00:00:00,0,Москва,1700,Евгений,Соколов,8,Лампочка LED,1,300
161,8af949b78340bc15da9af1e4f096e9c5,2022-10-31T00:00:00,0,Москва,4016,Екатерина,Великая,5,Яблоко молодильное,2,800
162,f7a5ecfba465887f976f5609a439521b,2022-10-31T00:00:00,2,Ярославль,2607,Петр,Васильев,5,Яблоко молодильное,2,800
163,582196dc125cf9d703db75f8b95bb65f,2022-10-31T00:00:00,2,Ярославль,8718,Снежанна,Павлова,4,Сахар песок,3,150
164,053327a19eb164c6fcacfdd366a0428e,2022-10-31T00:00:00,1,Ростов,2005,Петр,Иванов,10,Томаты,5,250
165,02900fe66804c7b547ef76e87a1e664e,2022-10-31T00:00:00,1,Ростов,3803,Олег,Михайлов,4,Сахар песок,2,100
166,f7b197d1ae9add3c41e51d1486788eb3,2022-10-31T00:00:00,0,Москва,4205,Сергей,Сидоров,11,Хлеб ржаной,3,60
167,c9553730d391e253f016f62bfee2376b,2022-10-31T00:00:00,0,Москва,717,Александра,Павлова,7,Средство для мытья посуды,1,200
168,b651566ec0716ee17739cb6c60d2a1f6,2022-10-31T00:00:00,0,Москва,8206,Геннадий,Сидоров,7,Средство для мытья посуды,2,400
169,fa7efd8d20a43c0884d01df14dc12bba,2022-10-31T00:00:00,2,Ярославль,1506,Евгений,Попов,5,Яблоко молодильное,5,2000
170,13e6e90dd484c618a04bd0fa9786097b,2022-10-31T00:00:00,2,Ярославль,1110,Евгения,Федорова,4,Сахар песок,1,50
171,46d20e240af8d3a25084238c9d28017d,2022-10-31T00:00:00,2,Ярославль,4313,Екатерина,Волкова,5,Яблоко молодильное,4,1600
172,bca98233b64c44ea2f0159e0065c604a,2022-10-31T00:00:00,2,Ярославль,912,Александра,Орлова,10,Томаты,4,200
173,c58dcc4bbff46eec9d425689882445ce,2022-10-31T00:00:00,2,Ярославль,3404,Олег,Кузнецов,5,Яблоко молодильное,1,400
174,8bbdacbfee05ce33306cdbbb5e0cff0e,2022-10-31T00:00:00,2,Ярославль,2206,Петр,Сидоров,7,Средство для мытья посуды,3,600
175,ca8c3d7c66a7e06f49efd4279446040f,2022-10-31T00:00:00,2,Ярославль,7215,Анна,Морозова,7,Средство для мытья посуды,4,800
176,46988e8dc6b5da4503add20021f87122,2022-10-31T00:00:00,2,Ярославль,8509,Геннадий,Попов,5,Яблоко молодильное,5,2000
177,f928792562b11dcc7c95a79b2155d985,2022-10-31T00:00:00,0,Москва,7418,Анна,Алексеева,0,Молоко 1%,1,100
178,d1e1add0d6b8d2b544176798a6fa5087,2022-10-31T00:00:00,0,Москва,819,Александра,Козлова,4,Сахар песок,4,200
179,df8567c6108b679f9b09a805bf5f0468,2022-10-31T00:00:00,0,Москва,8906,Геннадий,Новиков,8,Лампочка LED,2,600
180,f5fb6acd921eefa711f18ea02f8c122d,2022-10-31T00:00:00,2,Ярославль,8806,Геннадий,Михайлов,1,Молоко 3%,4,480
181,21b1f57cbec92fc89796f21d597639c9,2022-10-31T00:00:00,2,Ярославль,7502,Константин,Попов,8,Лампочка LED,2,600
182,80b3a09d0f9e5ba070f93a4757e6c5f0,2022-10-31T00:00:00,2,Ярославль,6318,Елизавета,Волкова,5,Яблоко молодильное,3,1200
183,51a328faf4e27f8952d158b8487ef647,2022-10-31T00:00:00,0,Москва,4914,Екатерина,Орлова,9,Ручка шариковая,1,45
184,0f644334d15c3c334dd36d1b8a60eee0,2022-10-31T00:00:00,2,Ярославль,819,Александра,Козлова,7,Средство для мытья посуды,2,400
185,bc76cfceaa44e037c0825ba71415b8b4,2022-10-31T00:00:00,2,Ярославль,8519,Снежанна,Лебедева,8,Лампочка LED,1,300
186,47789f217e8917da93fb391b5ac5fe1d,2022-10-31T00:00:00,2,Ярославль,7410,Анна,Алексеева,3,Устройство для нагревания табака Трубка Мира,3,1500
187,26e8aedc3ce88e84e1eb179ffc6179b0,2022-10-31T00:00:00,2,Ярославль,9015,Надежда,Великая,9,Ручка шариковая,1,45
188,4664379505197be8ede964a98c4b842c,2022-10-31T00:00:00,1,Ростов,1509,Евгений,Попов,3,Устройство для нагревания табака Трубка Мира,2,1000
189,cdeea15124e7bebe1c17f31a6b83324a,2022-10-31T00:00:00,1,Ростов,2407,Петр,Кузнецов,0,Молоко 1%,5,500
190,7cc8b90fa383eaed6aa80ef61233fb8e,2022-10-31T00:00:00,2,Ярославль,6001,Алексей,Иванов,4,Сахар песок,2,100
191,4724756c27cd8e920357bc8c9b9b09c1,2022-10-31T00:00:00,0,Москва,1506,Евгений,Попов,1,Молоко 3%,2,240
192,affbf67ffaf7de08609bb52f138db02e,2022-10-31T00:00:00,0,Москва,6318,Елизавета,Волкова,1,Молоко 3%,1,120
